ID	TOKENS	PROTOFORM	ALIGNMENT	IPA	COUNTERPART	COGID	DOCULECT	NOTE	STRUCTURE	BORROWING	CONCEPT	PROTO	GLOSSID
1041	ʋ aː k ə	*wakēnăn	ʋ aː k ə - ( - - )	ʋaːkə	waken	285	Dutch				wake	*wakēnăn	299
1040	ʋ eɪ k	*wakēnăn	ʋ eɪ k - - ( - - )	ʋeɪk	wake	285	English				wake	*wakēnăn	299
1039	v a x ə n	*wakēnăn	v a x ə n ( - - )	vaxən	wachen	285	German				wake	*wakēnăn	299
1769	ʋ ɛ r f	*warpăn	ʋ ɛ r f ( - - )	ʋɛrf	werf	484	Dutch				warp	*warpăn	300
1562	ʋ ɛ r p ə	*werpanăn	ʋ ɛ r p ə - ( - - )	ʋɛrpə	werpen	428	Dutch				warp	*werpanăn	300
1768	ʋ ɔː p	*warpăn	ʋ ɔː - p ( - - )	ʋɔːp	warp	484	English				warp	*warpăn	300
1561	ʋ ɔː p	*werpanăn	ʋ ɔː - p - - ( - - )	ʋɔːp	warp	428	English				warp	*werpanăn	300
1767	v ɛ r f t	*warpăn	v ɛ r f ( t - )	vɛrft	Werft	484	German				warp	*warpăn	300
1560	v ɛ r f ə n	*werpanăn	v ɛ r f ə n ( - - )	vɛrfən	werfen	428	German				warp	*werpanăn	300
1173	ʋ r ɑ t	*warto	ʋ - r ɑ t -	ʋrɑt	wrat	321	Dutch				wart	*warto	301
1172	ʋ ɔː t	*warto	ʋ ɔː - - t -	ʋɔːt	wart	321	English				wart	*warto	301
1171	v a r ts ə	*warto	v a r - ts ə	vart͡sə	Warze	321	German				wart	*warto	301
1001	ʋ ɑ s ə	*waskanăn	ʋ ɑ s - ə - ( - - )	ʋɑsə	wassen	274	Dutch				wash	*waskanăn	302
1000	ʋ ɔ ʃ	*waskanăn	ʋ ɔ ʃ - - - ( - - )	ʋɔʃ	wash	274	English				wash	*waskanăn	302
999	v a ʃ ə n	*waskanăn	v a ʃ - ə n ( - - )	vaʃən	waschen	274	German				wash	*waskanăn	302
1279	ʋ ɛ s p	*wabsăz	ʋ ɛ s p - ( - - )	ʋɛsp	wesp	351	Dutch				wasp	*wabsăz	303
1278	ʋ ɔ s p	*wabsăz	ʋ ɔ s p - ( - - )	ʋɔsp	wasp	351	English				wasp	*wabsăz	303
1277	v ɛ s p ə	*wabsăz	v ɛ s p - ( ə - )	vɛspə	Wespe	351	German				wasp	*wabsăz	303
1132	ʋ aː t ə r	*watnăn	ʋ aː t ə r	ʋaːtər	water	310	Dutch				water	*watnăn	304
1131	ʋ ɔː t ə r	*watnăn	ʋ ɔː t ə r	ʋɔːtər	water	310	English				water	*watnăn	304
1130	v a s ə r	*watnăn	v a s ə r	vasər	Wasser	310	German				water	*watnăn	304
849	ʋ ɑ s	*waxsăn	ʋ ɑ - s ( - - )	ʋɑs	was	233	Dutch				wax	*waxsăn	305
696	ʋ ɑ s ə	*waxsanăn	ʋ ɑ - s ə - ( - - )	ʋɑsə	wassen	191	Dutch				wax	*waxsanăn	305
848	ʋ æ k s	*waxsăn	ʋ æ k s ( - - )	ʋæks	wax	233	English				wax	*waxsăn	305
695	ʋ æ k s	*waxsanăn	ʋ æ k s - - ( - - )	ʋæks	wax	191	English				wax	*waxsanăn	305
847	v a k s	*waxsăn	v a k s ( - - )	vaks	Wachs	233	German				wax	*waxsăn	305
694	v a k s ə n	*waxsanăn	v a k s ə n ( - - )	vaksən	wachsen	191	German				wax	*waxsanăn	305
1883	ʋ ɛ x	*wegăz	ʋ ɛ x ( - - )	ʋɛx	weg	516	Dutch				way	*wegăz	306
1882	ʋ eɪ	*wegăz	ʋ eɪ - ( - - )	ʋeɪ	way	516	English				way	*wegăz	306
1881	v eː k	*wegăz	v eː k ( - - )	veːk	Weg	516	German				way	*wegăz	306
676	ʋ aː p ə	*wēpnăn	ʋ aː p - ə -	ʋaːpə	wapen	185	Dutch				weapon	*wēpnăn	307
675	ʋ ɛ p ə n	*wēpnăn	ʋ ɛ p - ə n	ʋɛpən	weapon	185	English				weapon	*wēpnăn	307
674	v a f ə	*wēpnăn	v a f - ə -	vafə	Waffe	185	German				weapon	*wēpnăn	307
1494	ʋ eː z ə l	*weslon	ʋ eː z ə l ( - - )	ʋeːzəl	wezel	409	Dutch				weasel	*weslon	308
1493	ʋ iː z ə l	*weslon	ʋ iː z ə l ( - - )	ʋiːzḷ	weasel	409	English				weasel	*weslon	308
1492	v iː z ə l	*weslon	v iː z ə l ( - - )	viːzəl	Wiesel	409	German				weasel	*weslon	308
660	ʋ eː d ə r	*wedrăn	ʋ eː d ə r ( - - )	ʋeːdər	weder	181	Dutch				weather	*wedrăn	309
659	ʋ ɛ ð ə r	*wedrăn	ʋ ɛ ð ə r ( - - )	ʋɛðər	weather	181	English				weather	*wedrăn	309
658	v ɛ t ə r	*wedrăn	v ɛ t ə r ( - - )	vɛtər	Wetter	181	German				weather	*wedrăn	309
1932	ʋ eː v ə	*webanăn	ʋ eː v ə - ( - - )	ʋeːvə	weven	530	Dutch				weave	*webanăn	310
1931	ʋ iː v	*webanăn	ʋ iː v - - ( - - )	ʋiːv	weave	530	English				weave	*webanăn	310
1930	v eː b ə n	*webanăn	v eː b ə n ( - - )	veːbən	weben	530	German				weave	*webanăn	310
1321	ʋ ɛ s t ə	*westănē	ʋ ɛ s t ə - ( - )	ʋɛstə	westen	362	Dutch				west	*westănē	311
1320	ʋ ɛ s t	*westănē	ʋ ɛ s t - - ( - )	ʋɛst	west	362	English				west	*westănē	311
1319	v ɛ s t ə n	*westănē	v ɛ s t ə n ( - )	vɛstən	Westen	362	German				west	*westănē	311
1121	ʋ eː d ə r	*wiθră	ʋ eː d ə r ( - )	ʋeːdər	weder	307	Dutch				wether	*wiθră	312
1120	ʋ ɛ ð ə r	*wiθră	ʋ ɛ ð ə r ( - )	ʋɛðər	wether	307	English				wether	*wiθră	312
1119	v ɪ d ə r	*wiθră	v ɪ d ə r ( - )	vɪdər	Widder	307	German				wether	*wiθră	312
413	ʋ ɑ l	*walăz	ʋ ɑ l ( - - )	ʋɑl	wal	113	Dutch				whale	*walăz	313
412	ʋ eɪ l	*walăz	ʋ eɪ l ( - - )	ʋeɪl	whale	113	English				whale	*walăz	313
411	v aː l	*walăz	v aː l ( - - )	vaːl	Wal	113	German				whale	*walăz	313
1787	ʋ ɛɪ l	*xwīlō	ʋ ɛɪ l ( - )	ʋɛɪl	wijl	489	Dutch				while	*xwīlō	314
1786	ʋ aɪ l	*xwīlō	ʋ aɪ l ( - )	ʋaɪl	while	489	English				while	*xwīlō	314
1785	v ai l ə	*xwīlō	v ai l ( ə )	vailə	Weile	489	German				while	*xwīlō	314
689	ʋ aɪ n	*wainōjanăn	ʋ aɪ n - - - - - -	ʋaɪn	whine	189	English				whine	*wainōjanăn	365
688	v ai n ə n	*wainōjanăn	v ai n - - ə n - -	vainən	weinen	189	German				whine	*wainōjanăn	365
1236	h uː r	*xōrōn	h uː r - ( - )	huːr	hoer	339	Dutch				whore	*xōrōn	315
1235	h ɔː r	*xōrōn	h ɔː r - ( - )	hɔːr	whore	339	English				whore	*xōrōn	315
1234	h uː r ə	*xōrōn	h uː r ə ( - )	huːrə	Hure	339	German				whore	*xōrōn	315
197	ʋ eː d yː ʋ ə	*widuwōn	ʋ eː d yː ʋ ə ( - )	ʋeːdyːʋə	weduwe	55	Dutch				widow	*widuwōn	316
196	ʋ ɪ d əʊ	*widuwōn	ʋ ɪ d əʊ - - ( - )	ʋɪdəʊ	widow	55	English				widow	*widuwōn	316
195	v ɪ t v ə	*widuwōn	v ɪ t - v ə ( - )	vɪtvə	Witwe	55	German				widow	*widuwōn	316
1265	ʋ iː l d	*waldanăn	ʋ iː l d - - ( - - )	ʋiːld	wield	347	English				wield	*waldanăn	366
1264	v a l t ə n	*waldanăn	v a l t ə n ( - - )	valtən	walten	347	German				wield	*waldanăn	366
4	ʋ ɛɪ f	*wībăn	ʋ ɛɪ f ( - - )	ʋɛɪf	wijf	538	Dutch				wife	*wībăn	317
3	ʋ aɪ f	*wībăn	ʋ aɪ f ( - - )	ʋaɪf	wife	538	English				wife	*wībăn	317
2	v ai p	*wībăn	v ai b ( - - )	vaip	Weib	538	German				wife	*wībăn	317
1106	ʋ aɪ t	*wextiz	ʋ aɪ - t ( - - )	ʋaɪt	wight	303	English				wight	*wextiz	367
1105	v ɪ x t	*wextiz	v ɪ x t ( - - )	vɪxt	Wicht	303	German				wight	*wextiz	367
1664	ʋ ɪ l ə	*waljanăn	ʋ ɪ l - ə - ( - - )	ʋɪlə	willen	456	Dutch				will	*waljanăn	318
217	ʋ ɪ l	*weljōn	ʋ ɪ l - - ( - )	ʋɪl	wil	60	Dutch				will	*weljōn	318
1663	ʋ ɪ l	*waljanăn	ʋ ɪ l - - - ( - - )	ʋɪl	will	456	English				will	*waljanăn	318
216	ʋ ɪ l	*weljōn	ʋ ɪ l - - ( - )	ʋɪl	will	60	English				will	*weljōn	318
1662	v ɔ l ə n	*waljanăn	v ɔ l - ə n ( - - )	vɔlən	wollen	456	German				will	*waljanăn	318
215	v ɪ l ə	*weljōn	v ɪ l - ə ( - )	vɪlə	Wille	60	German				will	*weljōn	318
900	ʋ ɪ n d ə	*wendanăn	ʋ ɪ n d ə - ( - - )	ʋɪndə	winden	247	Dutch				wind	*wendanăn	319
899	ʋ ɪ n d	*wendanăn	ʋ ɪ n d - - ( - - )	ʋɪnd	wind	247	English				wind	*wendanăn	319
898	v ɪ n d ə n	*wendanăn	v ɪ n d ə n ( - - )	vɪndən	winden	247	German				wind	*wendanăn	319
277	ʋ ɪ n t ə r	*wentruz	ʋ ɪ n t ə r ( - - )	ʋɪntər	winter	76	Dutch				winter	*wentruz	320
276	ʋ ɪ n t ə r	*wentruz	ʋ ɪ n t ə r ( - - )	ʋɪntər	winter	76	English				winter	*wentruz	320
275	v ɪ n t ə r	*wentruz	v ɪ n t ə r ( - - )	vɪntər	Winter	76	German				winter	*wentruz	320
1272	ʋ ɛɪ d ə	*waiθiz	ʋ ɛɪ d ( ə - )	ʋɛɪdə	weide	349	Dutch				withy	*waiθiz	321
1271	ʋ ɪ ð ɪ	*waiθiz	ʋ ɪ ð ( ɪ - )	ʋɪðɪ	withy	349	English				withy	*waiθiz	321
1270	v ai d ə	*waiθiz	v ai d ( ə - )	vaidə	Weide	349	German				withy	*waiθiz	321
704	ʋ ɑu t	*walθuz	ʋ ɑu - t ( - - )	ʋɑut	woud	193	Dutch				wold	*walθuz	322
703	ʋ əʊ l d	*walθuz	ʋ əʊ l d ( - - )	ʋəʊld	wold	193	English				wold	*walθuz	322
702	v a l t	*walθuz	v a l d ( - - )	valt	Wald	193	German				wold	*walθuz	322
1527	ʋ ɔ l f	*wulfăz	ʋ ɔ l f ( - - )	ʋɔlf	wolf	418	Dutch				wolf	*wulfăz	323
1526	ʋ ʊ l f	*wulfăz	ʋ ʊ l f ( - - )	ʋʊlf	wolf	418	English				wolf	*wulfăz	323
1525	v ɔ l f	*wulfăz	v ɔ l f ( - - )	vɔlf	Wolf	418	German				wolf	*wulfăz	323
1051	ʋ ɔ n d ə r	*wundrăn	ʋ ɔ n d ə r ( - - )	ʋɔndər	wonder	288	Dutch	MT			wonder	*wundrăn	324
1050	ʋ ʌ n d ə r	*wundrăn	ʋ ʌ n d ə r ( - - )	ʋʌndər	wonder	288	English	MT			wonder	*wundrăn	324
1049	v ʊ n d ə r	*wundrăn	v ʊ n d ə r ( - - )	vʊndər	Wunder	288	German	MT			wonder	*wundrăn	324
1486	ʋ ɔ l	*wullo	ʋ ɔ l -	ʋɔl	wol	407	Dutch				wool	*wullo	325
1485	ʋ ʊ l	*wullo	ʋ ʊ l -	ʋʊl	wool	407	English				wool	*wullo	325
1484	v ɔ l ə	*wullo	v ɔ l ə	vɔlə	Wolle	407	German				wool	*wullo	325
235	ʋ oː r t	*wurdăn	ʋ oː r t ( - - )	ʋoːrt	woord	65	Dutch				word	*wurdăn	326
234	ʋ ɜː d	*wurdăn	ʋ ɜː - d ( - - )	ʋɜːd	word	65	English				word	*wurdăn	326
233	v ɔ r t	*wurdăn	v ɔ r t ( - - )	vɔrt	Wort	65	German				word	*wurdăn	326
1558	ʋ eː r ə l t	*wira-aldiz	ʋ eː r ə l t ( - - )	ʋeːrəlt	wereld	427	Dutch				world	*wira-aldiz	327
1557	ʋ ɜː l d	*wira-aldiz	ʋ ɜː - - l d ( - - )	ʋɜːld	world	427	English				world	*wira-aldiz	327
1556	v ɛ l t	*wira-aldiz	v ɛ - - l t ( - - )	vɛlt	Welt	427	German				world	*wira-aldiz	327
1128	ʋ ɔ r m	*wurmaz/wurmiz	ʋ ɔ r m ( - - )	ʋɔrm	worm	309	Dutch				worm	*wurmaz/wurmiz	328
1127	ʋ ɜː m	*wurmaz/wurmiz	ʋ ɜː - m ( - - )	ʋɜːm	worm	309	English				worm	*wurmaz/wurmiz	328
1126	v ʊ r m	*wurmaz/wurmiz	v ʊ r m ( - - )	vʊrm	Wurm	309	German				worm	*wurmaz/wurmiz	328
997	ʋ r ɪ ŋ ə	*wrenganăn	ʋ r ɪ ŋ - ə - ( - - )	ʋrɪŋə	wringen	273	Dutch				wring	*wrenganăn	329
996	r ɪ ŋ	*wrenganăn	- r ɪ ŋ - - - ( - - )	rɪŋ	wring	273	English				wring	*wrenganăn	329
995	r ɪ ŋ ə n	*wrenganăn	- r ɪ ŋ - ə n ( - - )	rɪŋən	ringen	273	German				wring	*wrenganăn	329
564	x aː r ə	*garnăn	x aː r - ( ə - )	xaːrə	garen	154	Dutch				yarn	*garnăn	330
563	j ɑː n	*garnăn	j ɑː - n ( - - )	jɑːn	yarn	154	English				yarn	*garnăn	330
562	ɡ a r n	*garnăn	ɡ a r n ( - - )	ɡarn	Garn	154	German				yarn	*garnăn	330
1022	j aː r	*jērăn	j aː r ( - - )	jaːr	jaar	280	Dutch				year	*jērăn	331
1021	j ɪə r	*jērăn	j ɪə r ( - - )	jɪər	year	280	English				year	*jērăn	331
1020	j aː r	*jērăn	j aː r ( - - )	jaːr	Jahr	280	German				year	*jērăn	331
831	j ʉ k	*jukăn	j ʉ k ( - - )	jʉk	juk	228	Dutch				yoke	*jukăn	332
830	j əʊ k	*jukăn	j əʊ k ( - - )	jəʊk	yoke	228	English				yoke	*jukăn	332
829	j ɔ x	*jukăn	j ɔ x ( - - )	jɔx	Joch	228	German				yoke	*jukăn	332
870	j øː x t	*jugunθiz	j øː x - - t ( - - )	jøːxt	jeugd	239	Dutch				youth	*jugunθiz	333
869	j uː θ	*jugunθiz	j uː - - - θ ( - - )	juːθ	youth	239	English				youth	*jugunθiz	333
868	j uː ɡ ə n t	*jugunθiz	j uː ɡ ə n d ( - - )	juːɡənt	Jugend	239	German				youth	*jugunθiz	333
