ID	TOKENS	PROTOFORM	ALIGNMENT	IPA	COUNTERPART	COGID	DOCULECT	NOTE	STRUCTURE	BORROWING	CONCEPT	PROTO
1414	ʃ t ai n	*stainăz	ʃ t ai n ( - - )	ʃtain	Stein	387	German				stone	*stainăz
1893	ʃ t uː l	*stōlăz	ʃ t uː l ( - - )	ʃtuːl	Stuhl	519	German				stool	*stōlăz
593	ʃ t ɔ r x	*sturkăz	ʃ t ɔ r x ( - - )	ʃtɔrx	Storch	163	German				stork	*sturkăz
670	ʃ t ʊ r m	*sturmăz	ʃ t ʊ r m ( - - )	ʃtʊrm	Sturm	184	German				storm	*sturmăz
1253	ʃ t r oː	*strawą	ʃ t r oː ( - - - )	ʃtroː	Stroh	344	German				straw	*strawăn
1361	ʃ t r oː m	*straumăz	ʃ t r oː m ( - - )	ʃtroːm	Strom	373	German				stream	*straumăz
731	ʃ t r ɛ k ə n	*strakkjanăn	ʃ t r ɛ k - ə n ( - - )	ʃtrɛkən	strecken	201	German				stretch	*strakkjanăn
357	ʃ t r ɔy ə n	*strawjanăn	ʃ t r ɔy - - ə n ( - - )	ʃtrɔyən	streuen	99	German				strew	*strawjanăn
493	ʃ t r a ŋ	*strangiz	ʃ t r a ŋ - ( - - )	ʃtraŋ	Strang	135	German				string	*strangiz
606	ʃ t uː t ə	*stōdą	ʃ t uː t ə ( - )	ʃtuːtə	Stute	167	German				stud	*stōdăn
1870	z ɔ m ə r	*sumerăz	z ɔ m ə r ( - - )	zɔmər	Sommer	513	German				summer	*sumerăz
1756	z ɔ n ə	*sunnōn	z ɔ n ( ə - )	zɔnə	Sonne	481	German				sun	*sunnōn
1654	z ɔ n d ə r n	*sundrōjanăn	( - - ) z ɔ n d ə r ( - n - - - - )	zɔndərn	sondern	454	German				sunder	*sundrōjanăn
1365	z au f ə n	*sūpanăn	z au f ə n ( - - )	zaufən	saufen	374	German				sup	*sūpanăn
1281	ʃ v a l b ə	*swalgwōn	ʃ v a l ( - b ə - )	ʃvalbə	Schwalbe	352	German				swallow	*swalgwōn
1629	ʃ v aː n	*swanăz	ʃ v aː n ( - - )	ʃvaːn	Schwan	447	German				swan	*swanăz
678	ʃ v ɛ l ə n	*swellanăn	ʃ v ɛ l ə n ( - - )	ʃvɛlən	schwellen	186	German				swell	*swellanăn
983	ʃ v ɪ m ə n	*swemmanăn	ʃ v ɪ m ə n ( - - )	ʃvɪmən	schwimmen	270	German				swim	*swemmanăn
1076	ʃ v ai n	*swīnăn	ʃ v ai n ( - - )	ʃvain	Schwein	295	German				swine	*swīnăn
207	ʃ v eː r t	*swerdą	ʃ v eː r t ( - - )	ʃveːrt	Schwert	58	German				sword	*swerdăn
328	ts a pf ə n	*tappōn	ts a pf ə ( n )	t͡sap͡fən	Zapfen	91	German				tap	*tappōn
1387	ts au m	*tauxmăz	ts au - m ( - - )	t͡saum	Zaum	380	German				team	*tauxmăz
861	ts eː n	*texun	ts eː - - n	t͡seːn	zehn	237	German				ten	*texun
1803	d eː ɡ ə n	*θegnăz	d eː ɡ ə n ( - - )	deːɡən	Degen	494	German				thane	*θegnăz
1196	d a ŋ k	*θankăz	d a ŋ k ( - - )	daŋk	Dank	328	German				thanks	*θankăz
950	d a x	*θaką	d a x ( - - )	dax	Dach	261	German				thatch	*θakăn
650	d iː p	*θeubăz	d iː b ( - - )	diːp	Dieb	179	German				thief	*θeubăz
713	d ɪ ŋ	*θengăz	d ɪ ŋ - ( - - )	dɪŋ	Ding	196	German				thing	*θengăz
353	d ɛ ŋ k ə n	*θankăz	d ɛ ŋ k ( ə n )	dɛŋkən	denken	98	German				think	*θankăz
65	d ʊ r s t	*θurstuz	d ʊ r s t ( - - )	dʊrst	Durst	19	German				thirst	*θurstuz
1714	d ɪ s t ə l	*θestilăz	d ɪ s t ə l ( - - )	dɪstəl	Distel	470	German				thistle	*θestilăz
1658	d ɔ r n	*θurnuz	d ɔ r n ( - - )	dɔrn	Dorn	455	German				thorn	*θurnuz
425	t au z ə n d	*θūs-undī	t au z ( - ) ə n d ( - )	tauzənt	tausend	117	German				thousand	*θūs-undī
1349	d r ɛ ʃ ə n	*θreskanăn	d - r ɛ ʃ - ə n ( - - )	drɛʃən	dreschen	370	German				thrash	*θreskanăn
226	d r ai	*θrejez	d r ai - ( - - )	drai	drei	63	German				three	*θrejez
548	d ɔ n ə r	*θunrăz	d ɔ n - ə r ( - - )	dɔnər	Donner	150	German				thunder	*θunrăz
979	ts ɛ k ə	*tikkōn	ts ɛ k ( ə - )	t͡sɛkə	Zecke	269	German				tick	*tikkōn
958	ts ai t	*tīdiz	ts ai t ( - - )	t͡sait	Zeit	263	German				tide	*tīdiz
813	ts ɪ m ə r	*temrą	ts ɪ m - ə r ( - - )	t͡sɪmər	Zimmer	223	German				timber	*temrăn
1721	ts eː ə	*taixwō	ts eː ( - ə - )	t͡seːə	Zehe	472	German				toe	*taixwō
1590	ts ai x ə n	*taiknăn	ts ai x ə n ( - - )	t͡saixən	Zeichen	436	German				token	*taiknăn
1203	ts a ŋ ə	*tangō	ts a ŋ - ( ə - )	t͡saŋə	Zange	330	German				tongs	*tangō
1674	ts ʊ ŋ ə	*tungōn	ts ʊ ŋ - ə ( - )	t͡sʊŋə	Zunge	459	German				tongue	*tungōn
1740	ts au n	*tūnăn	ts au n ( - - )	t͡saun	Zaun	477	German				town	*tūnăn
1682	t r eː t ə n	*tredanăn	t r eː t ə n ( - - )	treːtən	treten	461	German				tread	*tredanăn
1217	t r oː k	*trugą	t r oː k ( - - )	troːk	Trog	334	German				trough	*trugăn
654	v aː t ə n	*wadanăn	v aː t ə n ( - - )	vaːtən	waten	180	German				wade	*wadanăn
635	v aː ɡ ə n	*wagnăz	v aː ɡ ə n ( - - )	vaːɡən	Wagen	175	German				wain	*wagnăz
1039	v a x ə n	*wakēnăn	v a x ə n ( - - )	vaxən	wachen	285	German				wake	*wakēnăn
1767	v ɛ r f t	*warpą	v ɛ r f ( t - )	vɛrft	Werft	484	German				warp	*warpăn
1560	v ɛ r f ə n	*werpanăn	v ɛ r f ə n ( - - )	vɛrfən	werfen	428	German				warp	*werpanăn
1171	v a r ts ə	*warto	v a r - ts ə	vart͡sə	Warze	321	German				wart	*warto
999	v a ʃ ə n	*waskanăn	v a ʃ - ə n ( - - )	vaʃən	waschen	274	German				wash	*waskanăn
1277	v ɛ s p ə	*wabsăz	v ɛ s p - ( ə - )	vɛspə	Wespe	351	German				wasp	*wabsăz
1130	v a s ə r	*watną	v a s ə r	vasər	Wasser	310	German				water	*watnăn
847	v a k s	*waxsą	v a k s ( - - )	vaks	Wachs	233	German				wax	*waxsăn
694	v a k s ə n	*waxsanăn	v a k s ə n ( - - )	vaksən	wachsen	191	German				wax	*waxsanăn
1881	v eː k	*wegăz	v eː k ( - - )	veːk	Weg	516	German				way	*wegăz
674	v a f ə	*wēpnăn	v a f - ə -	vafə	Waffe	185	German				weapon	*wēpnăn
1492	v iː z ə l	*weslon	v iː z ə l ( - - )	viːzəl	Wiesel	409	German				weasel	*weslon
658	v ɛ t ə r	*wedrą	v ɛ t ə r ( - - )	vɛtər	Wetter	181	German				weather	*wedrăn
1930	v eː b ə n	*webanăn	v eː b ə n ( - - )	veːbən	weben	530	German				weave	*webanăn
1319	v ɛ s t ə n	*westănē	v ɛ s t ə n ( - )	vɛstən	Westen	362	German				west	*westănē
1119	v ɪ d ə r	*wiθră	v ɪ d ə r ( - )	vɪdər	Widder	307	German				wether	*wiθră
411	v aː l	*walăz	v aː l ( - - )	vaːl	Wal	113	German				whale	*walăz
1785	v ai l ə	*xwīlō	v ai l ( ə )	vailə	Weile	489	German				while	*xwīlō
688	v ai n ə n	*wainōjanăn	v ai n - - ə n - -	vainən	weinen	189	German				whine	*wainōjanăn
1234	h uː r ə	*xōrōn	h uː r ə ( - )	huːrə	Hure	339	German				whore	*xōrōn
195	v ɪ t v ə	*widuwōn	v ɪ t - v ə ( - )	vɪtvə	Witwe	55	German				widow	*widuwōn
1264	v a l t ə n	*waldanăn	v a l t ə n ( - - )	valtən	walten	347	German				wield	*waldanăn
2	v ai p	*wībą	v ai b ( - - )	vaip	Weib	538	German				wife	*wībăn
1105	v ɪ x t	*wextiz	v ɪ x t ( - - )	vɪxt	Wicht	303	German				wight	*wextiz
1662	v ɔ l ə n	*waljanăn	v ɔ l - ə n ( - - )	vɔlən	wollen	456	German				will	*waljanăn
215	v ɪ l ə	*weljōn	v ɪ l - ə ( - )	vɪlə	Wille	60	German				will	*weljōn
898	v ɪ n d ə n	*wendanăn	v ɪ n d ə n ( - - )	vɪndən	winden	247	German				wind	*wendanăn
275	v ɪ n t ə r	*wentruz	v ɪ n t ə r ( - - )	vɪntər	Winter	76	German				winter	*wentruz
1270	v ai d ə	*waiθiz	v ai d ( ə - )	vaidə	Weide	349	German				withy	*waiθiz
702	v a l t	*walθuz	v a l d ( - - )	valt	Wald	193	German				wold	*walθuz
1525	v ɔ l f	*wulfăz	v ɔ l f ( - - )	vɔlf	Wolf	418	German				wolf	*wulfăz
1049	v ʊ n d ə r	*wundrą	v ʊ n d ə r ( - - )	vʊndər	Wunder	288	German	MT			wonder	*wundrăn
1484	v ɔ l ə	*wullo	v ɔ l ə	vɔlə	Wolle	407	German				wool	*wullo
233	v ɔ r t	*wurdą	v ɔ r t ( - - )	vɔrt	Wort	65	German				word	*wurdăn
1556	v ɛ l t	*wira-aldiz	v ɛ - - l t ( - - )	vɛlt	Welt	427	German				world	*wira-aldiz
1126	v ʊ r m	*wurmaz/wurmiz	v ʊ r m ( - - )	vʊrm	Wurm	309	German				worm	*wurmaz/wurmiz
995	r ɪ ŋ ə n	*wrenganăn	- r ɪ ŋ - ə n ( - - )	rɪŋən	ringen	273	German				wring	*wrenganăn
562	ɡ a r n	*garnăn	ɡ a r n ( - - )	ɡarn	Garn	154	German				yarn	*garnăn
1020	j aː r	*jērą	j aː r ( - - )	jaːr	Jahr	280	German				year	*jērăn
829	j ɔ x	*juką	j ɔ x ( - - )	jɔx	Joch	228	German				yoke	*jukăn
868	j uː ɡ ə n t	*jugunθiz	j uː ɡ ə n d ( - - )	juːɡənt	Jugend	239	German				youth	*jugunθiz
