occurrence_id	disposition	emission_id	index_command	exclusion_reason	language	variety	form	display	sort_key	form_role	source_scope	source_ref
Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:21:1	emit	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:21:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!bero@\iventry{*bērō-}{}}		pgmc		*bērō-	*bērō-	bero	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:21
Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:21:2	emit	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:21:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!bar@\iventry{bar}{}}		oe		bar	bar	bar	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:21
Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:21:3	emit	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:21:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!baer@\iventry{bær}{}}		oe		bær	bær	baer	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:21
Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:21:4	emit	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:21:4	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!bero@\iventry{*bḗrō}{}}		pgmc		bḗrō	*bḗrō	bero	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:21
Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:25:1	emit	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:25:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!baer@\iventry{bær}{}}		oe		bær	bær	baer	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:25
Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:25:2	emit	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:25:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!bar@\iventry{bar}{}}		oe		bar	bar	bar	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:25
Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:25:3	emit	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:25:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!baer@\iventry{bǣr}{}}		oe		bǣr	bǣr	baer	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:25
Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:29:1	emit	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:29:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!baer@\iventry{bær}{}}		oe		bær	bær	baer	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:29
Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:29:2	emit	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:29:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!bar@\iventry{bar}{}}		oe		bar	bar	bar	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:29
Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:29:3	emit	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:29:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!baer@\iventry{bǣr}{}}		oe		bǣr	bǣr	baer	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:29
Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:33:1	emit	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:33:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!bero@\iventry{*bḗrō}{}}		pgmc		bḗrō	*bḗrō	bero	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:33
Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:33:2	emit	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:33:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!baer@\iventry{bǣr}{}}		oe		bǣr	bǣr	baer	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:33
Germanic/docs/lexeme_reports/model_entries/1951-birth-byrd.model.md:25:1	emit	Germanic/docs/lexeme_reports/model_entries/1951-birth-byrd.model.md:25:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!byrd@\iventry{byrd}{}}		oe		byrd	byrd	byrd	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1951-birth-byrd.model.md:25
Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:21:1	emit	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:21:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!baina@\iventry{*baina-}{}}		pgmc		*baina-	*baina-	baina	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:21
Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:21:2	emit	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:21:2	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!bainan@\iventry{*bainan}{}}		pgmc		bainan	*bainan	bainan	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:21
Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:21:3	emit	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:21:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!ban@\iventry{bān}{}}		oe		bān	bān	ban	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:21
Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:25:1	emit	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:25:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!ban@\iventry{bān}{}}		oe		bān	bān	ban	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:25
Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:25:2	emit	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:25:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!ban@\iventry{bān}{}}		oe		bān	bān	ban	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:25
Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:25:3	emit	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:25:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!bane@\iventry{bāne}{}}		oe		bāne	bāne	bane	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:25
Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:29:1	emit	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:29:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!baina@\iventry{*baina-}{}}		pgmc		*baina-	*baina-	baina	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:29
Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:29:2	emit	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:29:2	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!bainan@\iventry{*bainan}{}}		pgmc		bainan	*bainan	bainan	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:29
Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:29:3	emit	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:29:3	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!baina@\iventry{*báiną}{}}		pgmc		báiną	*báiną	baina	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:29
Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:33:1	emit	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:33:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!ban@\iventry{bān}{}}		oe		bān	bān	ban	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md:33
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:22:1	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:22:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!begen@\iventry{bēġen}{}}		oe		bēġen	bēġen	begen	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:22
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:22:2	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:22:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!ba@\iventry{bā}{}}		oe		bā	bā	ba	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:22
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:23:1	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:23:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!bu@\iventry{bū}{}}		oe		bū	bū	bu	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:23
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:24:1	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:24:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!bo@\iventry{*bō}{}}		pgmc		*bō	*bō	bo	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:24
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:26:1	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:26:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!begen@\iventry{bēġen}{}}		oe		bēġen	bēġen	begen	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:26
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:27:1	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:27:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!bezen@\iventry{bezen}{}}		oe		bezen	bezen	bezen	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:27
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:27:2	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:27:2	\index[iv]{08on@\ivlangheader{Old Norse}{}!badir@\iventry{báðir}{}}		on		báðir	báðir	badir	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:27
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:27:3	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:27:3	\index[iv]{10ofris@\ivlangheader{Old Frisian}{}!bethe@\iventry{bēthe}{}}		ofris		bēthe	bēthe	bethe	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:27
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:27:4	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:27:4	\index[iv]{12os@\ivlangheader{Old Saxon}{}!bethia@\iventry{be-thia}{}}		os		be-thia	be-thia	bethia	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:27
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:28:1	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:28:1	\index[iv]{09ohg@\ivlangheader{Old High German}{}!bede@\iventry{bēde}{}}		ohg		bēde	bēde	bede	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:28
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:30:1	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:30:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!begen@\iventry{bēġen}{}}		oe		bēġen	bēġen	begen	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:30
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:31:1	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:31:1	\index[iv]{21modeng@\ivlangheader{Modern English}{}!both@\iventry{both}{}}		modeng		both	both	both	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:31
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:31:2	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:31:2	\index[iv]{16german@\ivlangheader{German}{}!beide@\iventry{beide}{}}		german		beide	beide	beide	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:31
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:31:3	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:31:3	\index[iv]{15dutch@\ivlangheader{Dutch}{}!beide@\iventry{beide}{}}		dutch		beide	beide	beide	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:31
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:32:1	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:32:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!bo@\iventry{*bō}{}}		pgmc		*bō	*bō	bo	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:32
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:32:2	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:32:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!bu@\iventry{bū}{}}		oe		bū	bū	bu	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:32
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:37:1	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:37:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!begen@\iventry{bēġen}{}}		oe		bēġen	bēġen	begen	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:37
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:37:2	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:37:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!ba@\iventry{bā}{}}		oe		bā	bā	ba	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:37
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:37:3	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:37:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!bu@\iventry{bū}{}}		oe		bū	bū	bu	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:37
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:39:1	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:39:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!begen@\iventry{bēġen}{}}		oe		bēġen	bēġen	begen	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:39
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:40:1	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:40:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!baem@\iventry{bǣm}{}}		oe		bǣm	bǣm	baem	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:40
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:43:1	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:43:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!bu@\iventry{bū}{}}		oe		bū	bū	bu	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:43
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:44:1	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:44:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!begen@\iventry{bēġen}{}}		oe		bēġen	bēġen	begen	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:44
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:51:1	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:51:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!bo@\iventry{*bō}{}}		pgmc		*bō	*bō	bo	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:51
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:52:1	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:52:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!bu@\iventry{bū}{}}		oe		bū	bū	bu	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:52
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:57:1	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:57:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!bo@\iventry{*bō}{}}		pgmc		*bō	*bō	bo	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:57
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:57:2	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:57:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!bu@\iventry{bū}{}}		oe		bū	bū	bu	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:57
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:66:1	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:66:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!bo@\iventry{*bō}{}}		pgmc		*bō	*bō	bo	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:66
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:66:2	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:66:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!bu@\iventry{bū}{}}		oe		bū	bū	bu	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:66
Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:67:1	emit	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:67:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!begen@\iventry{bēġen}{}}		oe		bēġen	bēġen	begen	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:67
