form	source_path	source_ref	heading	category	sort_key	context	note
dæg	Germanic/docs/assembly/capr_book_intro_alpha_01.md	Germanic/docs/assembly/capr_book_intro_alpha_01.md:105	## The role of failure	likely_oe	daeg	A failed derivation is often more informative than a successful one. If the system derives \emph{dæg} from the selected input by the expected sequence, the entr	
dæg	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md:28	### Reconstruction and comparative evidence	likely_oe	daeg	datives. Ringe and Taylor explicitly explain forms such as `dæg` by analogy	
dēd	Germanic/docs/lexeme_reports/model_entries/1987-deed-dǣd.model.md	Germanic/docs/lexeme_reports/model_entries/1987-deed-dǣd.model.md:25	### Old English evidence	likely_oe	ded	Campbell states that Primitive Germanic `ē` appears as West Saxon `ǣ` but in other Old English dialects mostly as `ē`, and Brunner gives the contrast explicitly	
dēd	Germanic/docs/lexeme_reports/model_entries/1987-deed-dǣd.model.md	Germanic/docs/lexeme_reports/model_entries/1987-deed-dǣd.model.md:29	### Development to Old English	likely_oe	ded	From inherited `*dēdiz`, loss of final `-z` and the West Saxon lowering of stressed long `ē` yield `dǣd`; Anglian `dēd` preserves the non-West-Saxon outcome [@C	
*dédiz	Germanic/docs/lexeme_reports/model_entries/1987-deed-dǣd.model.md	Germanic/docs/lexeme_reports/model_entries/1987-deed-dǣd.model.md:21	### Reconstruction and comparative evidence	likely_pgmc	dediz	Orel reconstructs the noun as `*dēdiz`, and Ringe and Taylor derive the same inherited i-stem from Proto-Germanic `*dédiz` through northwest Germanic `*dadiz` [	
*dēdiz	Germanic/docs/lexeme_reports/model_entries/1987-deed-dǣd.model.md	Germanic/docs/lexeme_reports/model_entries/1987-deed-dǣd.model.md:21	### Reconstruction and comparative evidence	likely_pgmc	dediz	Orel reconstructs the noun as `*dēdiz`, and Ringe and Taylor derive the same inherited i-stem from Proto-Germanic `*dédiz` through northwest Germanic `*dadiz` [	
*dēdiz	Germanic/docs/lexeme_reports/model_entries/1987-deed-dǣd.model.md	Germanic/docs/lexeme_reports/model_entries/1987-deed-dǣd.model.md:29	### Development to Old English	likely_pgmc	dediz	From inherited `*dēdiz`, loss of final `-z` and the West Saxon lowering of stressed long `ē` yield `dǣd`; Anglian `dēd` preserves the non-West-Saxon outcome [@C	
dilli	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:22	### Reconstruction and comparative evidence	likely_false_positive	dilli	English `dile` on one side and continental forms such as Old Saxon `dilli` and	
ðistel	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:27	### Old English evidence	likely_oe	distel	The ordinary simplex headword tradition is broken `þistel` / `ðistel`. Clark	
ðistel	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:28	### Old English evidence	likely_oe	distel	Hall gives `ðistel` as the noun headword [@ClarkHall1960, 326]. The selected target	
duguþ	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md:52	### Development to Old English	likely_oe	duguth	as `duguþ` and `munuc` [@Campbell1959, §374]. Brunner likewise cites `iuzuð`	
ēaw	Germanic/docs/lexeme_reports/model_entries/2186-show-sċēawian.model.md	Germanic/docs/lexeme_reports/model_entries/2186-show-sċēawian.model.md:29	### Development to Old English	likely_oe	eaw	From `*skáwōjaną`, Old English `aw` before a following vowel yields `ēaw`, and the Class II suffix keeps `*ō` between `*w` and `*j`. The development therefore r	
ēaw	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:803	## SC031. Simplification of \emph{*ww} sequences (`OEWWSimplification`) {#rule-OEWWSimplification}	likely_oe	eaw	In prose, the rule reduces a doubled \emph{w} to a single \emph{w}. That simplification is what allows the later \emph{ēaw} rule to work with the shape seen in 	
ēaw	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:864	## Historical discussion of long \emph{ēaw}	likely_oe	eaw	After [SC031 OEWWSimplification](#rule-OEWWSimplification) has reduced \emph{ww} to single \emph{w}, the remaining \emph{aw} sequence can develop into the long 	
ēaw	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:870	## SC034. Long \emph{ēaw} before following vowels (`OEAwLongDiphthong`) {#rule-OEAwLongDiphthong}	likely_oe	eaw	The implementation keeps the long-\emph{ēaw} step explicit.	
ēaw	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:879	## SC034. Long \emph{ēaw} before following vowels (`OEAwLongDiphthong`) {#rule-OEAwLongDiphthong}	likely_oe	eaw	In prose, the rule turns \emph{aw} before a following vowel into long \emph{ēaw}. This is the stage that yields forms such as *dēaw* and *hēawan*.	
ēow	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:785	## Historical discussion of the West Saxon diphthong sequence	likely_oe	eow	The closest interaction inside the sequence is between [SC031 OEWWSimplification](#rule-OEWWSimplification) and [SC034 OEAwLongDiphthong](#rule-OEAwLongDiphthon	
ēow	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:839	## Historical discussion of long \emph{ēow}	likely_oe	eow	The long \emph{ēow} forms of *ċēowan* ‘chew’, *fēower* ‘four’, and *cnēow* ‘knee’ belong to the same West Saxon vowel region, though their clearest ordering rel	
ēow	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:856	## SC033. Long \emph{ēow} before following vowels and weak endings (`OEEwLongDiphthong`) {#rule-OEEwLongDiphthong}	likely_oe	eow	In prose, the rule turns \emph{ew} and \emph{iw} sequences into long \emph{ēow}. This is the step behind forms such as *ċēowan*, *fēower*, and *cnēow*.	
ēow	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:860	## SC033. Long \emph{ēow} before following vowels and weak endings (`OEEwLongDiphthong`) {#rule-OEEwLongDiphthong}	likely_oe	eow	The checked forms therefore fix only that later relation. They do not identify a corresponding earlier historical constraint, and CAPR keeps the rule here becau	
færan	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md:25	### Old English evidence	likely_oe	faeran	Clark Hall lemmatizes the strong verb as `faran` and separately records weak `færan` 'to frighten'; [`fære`]{.iv lang=oe sort=faere}, [`færst`]{.iv lang=oe sort	
fæst	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:39	### Old English evidence	likely_oe	faest	adjective `fæst`, whereas `festan` is the regular inherited class-I comparison	
fæstan	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34	### Old English evidence	likely_oe	faestan	`fæstan` / `fǣstan` spellings and meanings [@BosworthToller1898, 213]. The form selected here is **`festan`**, which fits the regular	
fǣstan	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34	### Old English evidence	likely_oe	faestan	`fæstan` / `fǣstan` spellings and meanings [@BosworthToller1898, 213]. The form selected here is **`festan`**, which fits the regular	
*faranan	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md:21	### Reconstruction and comparative evidence	likely_oe	faranan	Kroonen gives the inherited strong verb as `*faran-`, and Orel gives the same lexeme as `*faranan`, both with Old English `faran` among the reflexes [@Kroonen20	
*farnan	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:21	### Reconstruction and comparative evidence	likely_oe	farnan	Kroonen cites the noun as masculine `*farna-` and gives Old English `fearn, fern`, while Orel gives the same lexeme as neuter `*farnan` with Old English `fearn`	
faurhtei	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:22	### Reconstruction and comparative evidence	likely_goth	faurhtei	as Gothic `faurhtei` [@Orel2003, 120]. The selected input `*fúrxtīnaz` is not a	
fearna	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25	### Old English evidence	likely_oe	fearna	Clark Hall gives `fearn` as an Old English noun, and Bosworth-Toller records `fearn` with inflected forms such as `fearnes`, `fearna`, and `fearne` [@ClarkHall1	
fearne	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25	### Old English evidence	likely_oe	fearne	Clark Hall gives `fearn` as an Old English noun, and Bosworth-Toller records `fearn` with inflected forms such as `fearnes`, `fearna`, and `fearne` [@ClarkHall1	
fearnes	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25	### Old English evidence	likely_oe	fearnes	Clark Hall gives `fearn` as an Old English noun, and Bosworth-Toller records `fearn` with inflected forms such as `fearnes`, `fearna`, and `fearne` [@ClarkHall1	
felda	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:25	### Old English evidence	likely_oe	felda	Clark Hall records `feld` with oblique forms such as `felda` and `felde`, and Campbell notes early place-name spellings in `-felth` beside the later standard fo	
felde	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:25	### Old English evidence	likely_oe	felde	Clark Hall records `feld` with oblique forms such as `felda` and `felde`, and Campbell notes early place-name spellings in `-felth` beside the later standard fo	
Fell	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:21	### Reconstruction and comparative evidence	likely_oe	fell	Kroonen reconstructs the noun as `*fella-` 'membrane, skin, hide' and cites Old English `fell` beside Dutch `vel` and German `Fell` [@Kroonen2013]. The selected	
fellan	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25	### Old English evidence	likely_oe	fellan	Clark Hall records `fell` as the noun 'fell, skin, hide', and Bright's glossary likewise gives `fell` with inflected forms such as accusative singular `fel` and	
fellum	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25	### Old English evidence	likely_oe	fellum	Clark Hall records `fell` as the noun 'fell, skin, hide', and Bright's glossary likewise gives `fell` with inflected forms such as accusative singular `fel` and	
feoll	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25	### Old English evidence	likely_oe	feoll	Clark Hall records `fell` as the noun 'fell, skin, hide', and Bright's glossary likewise gives `fell` with inflected forms such as accusative singular `fel` and	
field	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:287	## SC012. \emph{lþ}-voicing (`PWGmcLThVoicing`) {#rule-PWGmcLThVoicing}	likely_oe	field	In prose, the rule voices \emph{*lþ} to \emph{*ld}. This is the development behind families such as `field`, `fold`, `gold`, and `wold`, while the historical di	
filatum	Germanic/docs/lexeme_reports/model_entries/2305-yarn-ġearn.model.md	Germanic/docs/lexeme_reports/model_entries/2305-yarn-ġearn.model.md:25	### Old English evidence	likely_oe	filatum	Clark Hall records `gearn (e) n.` 'yarn, spun wool', and Bosworth-Toller glosses `gearn` as `filatum` [@ClarkHall1960; @BosworthToller1898].	
findan	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:22	### Reconstruction and comparative evidence	likely_false_positive	findan	`findan` [@RingeTaylor2014, 344]. The form followed here, `*fúnðanǭ`,	
findan	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:34	### Old English evidence	likely_oe	findan	Bosworth-Toller records **`fundene`** under `findan`, citing the form in	
flascan	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:28	### Reconstruction and comparative evidence	likely_false_positive	flascan	forms `flascan` support that analysis [@RingeTaylor2014, 192].	
flascan	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:33	### Old English evidence	likely_oe	flascan	from forms such as `flascan`; a later West Saxon `flaxe` is also noted as a	
flascan	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:45	### Development to Old English	likely_false_positive	flascan	after inflected `flascan` [@Campbell1959, §158]. Once the weak feminine	
*flasce	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:1336	## SC051. Palatalization of \emph{*sk} to \emph{*sc} (`OESkPalatalization`) {#rule-OESkPalatalization}	likely_oe	flasce	*wæscan* ‘wash’ rather than expected OE *flasce* and *wascan*. This gives the	
flaxe	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:33	### Old English evidence	likely_oe	flaxe	from forms such as `flascan`; a later West Saxon `flaxe` is also noted as a	
flégan	Germanic/docs/lexeme_reports/model_entries/2022-fly-flēogan.model.md	Germanic/docs/lexeme_reports/model_entries/2022-fly-flēogan.model.md:21	### Reconstruction and comparative evidence	likely_oe	flegan	Ringe and Taylor derive the verb as `*fleugana > OE fléogan` and elsewhere contrast West Saxon `fléogan` with Anglian `flégan`, alongside related forms `fléoge 	
flégan	Germanic/docs/lexeme_reports/model_entries/2022-fly-flēogan.model.md	Germanic/docs/lexeme_reports/model_entries/2022-fly-flēogan.model.md:29	### Form note	likely_oe	flegan	Ringe and Taylor also list related `fléoge / flége` and Anglian `flégan`, which belong to the same family but do not replace the infinitive `flēogan` treated he	
